"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: Bildgebung LogicalModel FHIR Mapping"
"Lungenfunktion","Lungenfunktion","","","",0,*,"","","","null {[]} {[]}
","Das Erweiterungsmodul Lungenfunktion enthält Datenelemente zur Dokumentation von Lungenfunktionsuntersuchungen (Spirometrie, Bodyplethysmographie, Diffusionskapazität, Provokationstestung) und zugehörigen Befundberichten.","MII LogicalModel Modul Lungenfunktion","","","","","","","","","",,,,,"",,,,"Element",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Lungenfunktion.Lungenfunktionsprozedur.Befundungszeit","Lungenfunktion.Lungenfunktionsprozedur.Befundungszeit","","","",1,1,"","","","dateTime {[]} {[]}
","Befundungszeit","Befundungszeitpunkt der Lungenfunktionsmessung.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsprozedur.Befundungszeit",1,1,"","","Procedure.performedDateTime"
"Lungenfunktion.Lungenfunktionsprozedur.Durchfuehrungserfolg","Lungenfunktion.Lungenfunktionsprozedur.Durchfuehrungserfolg","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Durchführungserfolg","Durchführungserfolg der Lungenfunktionsmessung: Erfolgreich | nicht Erfolgreich | teilweise Erfolgreich","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsprozedur.Durchfuehrungserfolg",0,1,"","","Procedure.outcome"
"Lungenfunktion.Lungenfunktionsprozedur.Bericht","Lungenfunktion.Lungenfunktionsprozedur.Bericht","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DiagnosticReport]]}
","Bericht","Referenz auf den Bericht","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsprozedur.Bericht",0,*,"","","Procedure.report"
"Lungenfunktion.Lungenfunktionsbefund","Lungenfunktion.Lungenfunktionsbefund","","","",0,1,"","","","BackboneElement {[]} {[]}
","Lungenfunktionsbefund","Generischer Befund einer Lungenfunktionsprozedur","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsbefund",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","DiagnosticReport"
"Lungenfunktion.Lungenfunktionsbefund.id","Lungenfunktion.Lungenfunktionsbefund.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Lungenfunktion.Lungenfunktionsbefund.extension","Lungenfunktion.Lungenfunktionsbefund.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Lungenfunktionsbefund.modifierExtension","Lungenfunktion.Lungenfunktionsbefund.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Lungenfunktionsbefund.Status","Lungenfunktion.Lungenfunktionsbefund.Status","","","",1,1,"","","","Coding {[]} {[]}
","Status","Status des Befundberichts.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsbefund.Status",1,1,"","","DiagnosticReport.status"
"Lungenfunktion.Lungenfunktionsbefund.Kategorie","Lungenfunktion.Lungenfunktionsbefund.Kategorie","","","",1,*,"","","","CodeableConcept {[]} {[]}
","Kategorie","Kategorisierung des Befunds zur Lungenfunktion nach SNOMED-CT: 720449003 |Pulmonary function report (record artifact)|","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsbefund.Kategorie",1,*,"","","DiagnosticReport.category"
"Lungenfunktion.Lungenfunktionsbefund.Code","Lungenfunktion.Lungenfunktionsbefund.Code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code","Code für den spezifischen Lungenfunktionsbericht.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsbefund.Code",1,1,"","","DiagnosticReport.code"
"Lungenfunktion.Lungenfunktionsbefund.Person","Lungenfunktion.Lungenfunktionsbefund.Person","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient]]}
","Personen-Identifikation","Die Person, für die der Lungenfunktionsbericht erstellt wurde. Hier sollte das MII KDS-Modul Person referenziert werden","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsbefund.Person",1,1,"","","DiagnosticReport.subject"
"Lungenfunktion.Lungenfunktionsbefund.Fall","Lungenfunktion.Lungenfunktionsbefund.Fall","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Encounter]]}
","Fall-Referenz","Referenz über Fall auf den Versorgungsstellenkontakt. Hier soll das MII KDS-Modul Fall referenziert werden","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsbefund.Fall",0,1,"","","DiagnosticReport.encounter"
"Lungenfunktion.Lungenfunktionsbefund.Zeitpunkt","Lungenfunktion.Lungenfunktionsbefund.Zeitpunkt","","","",0,1,"","","","dateTime {[]} {[]}
","Klinisch relevanter Zeitpunkt","Klinisch relevanter Zeitpunkt, auf den sich der Bericht bezieht.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsbefund.Zeitpunkt",0,1,"","","DiagnosticReport.effectiveDateTime"
"Lungenfunktion.Lungenfunktionsbefund.Periode","Lungenfunktion.Lungenfunktionsbefund.Periode","","","",0,1,"","","","Period {[]} {[]}
","Klinisch relevante Periode","Klinisch relevante Periode, auf die sich der Bericht bezieht.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsbefund.Periode",0,1,"","","DiagnosticReport.effectivePeriod"
"Lungenfunktion.Lungenfunktionsbefund.ZeitpunktErstellung","Lungenfunktion.Lungenfunktionsbefund.ZeitpunktErstellung","","","",0,1,"","","","dateTime {[]} {[]}
","Zeitpunkt der Erstellung","Zeitpunkt der Erstellung des Berichts.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsbefund.ZeitpunktErstellung",0,1,"","","DiagnosticReport.issued"
"Lungenfunktion.Lungenfunktionsbefund.Beobachtung","Lungenfunktion.Lungenfunktionsbefund.Beobachtung","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Observation]]}
","Beobachtung","Referenz auf die Lungenfunktionsmesswerte.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsbefund.Beobachtung",0,*,"","","DiagnosticReport.result"
"Lungenfunktion.Lungenfunktionsbefund.InterpretationBeobachtung","Lungenfunktion.Lungenfunktionsbefund.InterpretationBeobachtung","","","",0,1,"","","","markdown {[]} {[]}
","Interpretation","Freitextinterpretation der Lungenfunktionsmessung.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsbefund.InterpretationBeobachtung",0,1,"","","DiagnosticReport.conclusion"
"Lungenfunktion.Lungenfunktionsbefund.StrukturierteInterpretation","Lungenfunktion.Lungenfunktionsbefund.StrukturierteInterpretation","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Strukturierte Interpretation","Strukturierte Interpretation der Lungenfunktionsmessung.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsbefund.StrukturierteInterpretation",0,*,"","","DiagnosticReport.conclusionCode"
"Lungenfunktion.Lungenfunktionsbefund.Dokumentenanhang","Lungenfunktion.Lungenfunktionsbefund.Dokumentenanhang","","","",0,*,"","","","Attachment {[]} {[]}
","Dokumentenanhang","Anhang der Dokumente und Bilder.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsbefund.Dokumentenanhang",0,*,"","","DiagnosticReport.presentedForm"
"Lungenfunktion.Lungenfunktionsmesswerte","Lungenfunktion.Lungenfunktionsmesswerte","","","",0,1,"","","","BackboneElement {[]} {[]}
","Lungenfunktionsmesswerte","Generische Messwerte einer Lungenfunktionsprozedur","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Observation"
"Lungenfunktion.Lungenfunktionsmesswerte.id","Lungenfunktion.Lungenfunktionsmesswerte.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Lungenfunktion.Lungenfunktionsmesswerte.extension","Lungenfunktion.Lungenfunktionsmesswerte.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Lungenfunktionsmesswerte.modifierExtension","Lungenfunktion.Lungenfunktionsmesswerte.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Lungenfunktionsmesswerte.Prozedur","Lungenfunktion.Lungenfunktionsmesswerte.Prozedur","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Procedure]]}
","Prozedur","Prozedur der Lungenfunktionsmessung","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Prozedur",0,1,"","","Observation.partOf"
"Lungenfunktion.Lungenfunktionsmesswerte.Status","Lungenfunktion.Lungenfunktionsmesswerte.Status","","","",1,1,"","","","Coding {[]} {[]}
","Status","Status des Befundberichts.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Status",1,1,"","","Observation.status"
"Lungenfunktion.Lungenfunktionsmesswerte.Kategorie","Lungenfunktion.Lungenfunktionsmesswerte.Kategorie","","","",1,*,"","","","CodeableConcept {[]} {[]}
","Kategorie","Kategorisierung des Messwerts zur Lungenfunktion.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Kategorie",1,*,"","","Observation.category"
"Lungenfunktion.Lungenfunktionsmesswerte.Code","Lungenfunktion.Lungenfunktionsmesswerte.Code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code","Code für den spezifischen Lungenfunktionsbericht.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Code",1,1,"","","Observation.code"
"Lungenfunktion.Lungenfunktionsmesswerte.Person","Lungenfunktion.Lungenfunktionsmesswerte.Person","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient]]}
","Personen-Identifikation","Die Person, für die der Lungenfunktionsbericht erstellt wurde. Hier sollte das MII KDS-Modul Person referenziert werden","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Person",1,1,"","","Observation.subject"
"Lungenfunktion.Lungenfunktionsmesswerte.Dokumentationszeitpunkt","Lungenfunktion.Lungenfunktionsmesswerte.Dokumentationszeitpunkt","","","",0,1,"","","","dateTime {[]} {[]}
","Dokumentationszeitpunkt ","Zeitpunkt an dem der Messwert dokumentiert wurde.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Dokumentationszeitpunkt",0,1,"","","Observation.issued"
"Lungenfunktion.Lungenfunktionsmesswerte.Messergebnis","Lungenfunktion.Lungenfunktionsmesswerte.Messergebnis","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Messergebnis","Messergebnis eines Lungenfunktionsmesswert","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Messergebnis",0,1,"","","Observation.value[x]"
"Lungenfunktion.Lungenfunktionsmesswerte.Interpretation","Lungenfunktion.Lungenfunktionsmesswerte.Interpretation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Interpretation","Interpretation der Messergebnisse im Bezug zum Referenzintervall.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Interpretation",0,1,"","","Observation.interpretation"
"Lungenfunktion.Lungenfunktionsmesswerte.Messverfahren","Lungenfunktion.Lungenfunktionsmesswerte.Messverfahren","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Messverfahren","Verfahren, wie der Messwert aufgenommen wurden.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Messverfahren",0,1,"","","Observation.method"
"Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall","Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall","","","",0,1,"","","","BackboneElement {[]} {[]}
","Referenzintervall","Intervall zur Auswertung des Messwertes","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Observation.referenceRange"
"Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.id","Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.extension","Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.modifierExtension","Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.UntererReferenzwert","Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.UntererReferenzwert","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Unterer Referenzwert","Unter Referenzwert, oder auch LLN","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.UntererReferenzwert",0,1,"","","Observation.referenceRange.low"
"Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.ObererReferenzwert","Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.ObererReferenzwert","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Oberer Referenzwert","Oberer Refernzwert, oder auch ULN","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.ObererReferenzwert",0,1,"","","Observation.referenceRange.high"
"Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.Referenzalter","Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.Referenzalter","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Referenzalter","Alter, auf welchen sich das Referenzintervall bezieht.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.Referenzintervall.Referenzalter",0,1,"","","Observation.referenceRange.age"
"Lungenfunktion.Lungenfunktionsmesswerte.WeitereMesswerte","Lungenfunktion.Lungenfunktionsmesswerte.WeitereMesswerte","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Observation]]}
","WeitereMesswert","Weitere Messwerte, die mit diesem zusammengehören.","","","","","","","","","",,,,,"",,,,"Lungenfunktion.Lungenfunktionsmesswerte.WeitereMesswerte",0,*,"","","Observation.hasMember"
